draw_idx,fsw_prev_2019,nontrep_f_2016,trep_f_2016,primary_share,secondary_share,early_lat_share,late_lat_share,client_prev_2016,overall_prev_f_2035_2040_mean,new_inf_2030_2040_mean,hiv_pos_trep_2016,hiv_neg_trep_2016,hiv_pos_nontrep_2016,hiv_neg_nontrep_2016,hiv_trep_ratio_2016,hiv_prev_2010_2020,n_top_spreaders_50pct,n_pass,pass_fsw_band,pass_nontrep_band,pass_trep_band,pass_primary_band,pass_secondary_band,pass_early_lat_band,pass_sustained,pass_hiv_pos_trep_band,pass_hiv_trep_ratio_band,n_pass_mean,n_seeds_ok
249,0.56277542606143,0.13357000429077467,0.22902997652924553,0.5718291736297881,0.40348900330955995,0.02468182306065196,0.0,0.5763937871134709,0.10472319083123598,15.446603333333334,0.4296626629186873,0.13302404694383588,0.2308884484636231,0.09036406070419196,3.2467647881759234,0.13926809488203784,892.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
272,0.6927249725013797,0.13083636735334667,0.20442673107774945,0.6052750485057522,0.3737929873283043,0.020931964165943465,0.0,0.6862996463197722,0.12992356064654134,17.75321888888889,0.38293474485296847,0.10412657983477282,0.2315687753164212,0.0740379913625641,3.703221389699929,0.1727002221857945,839.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
410,0.5642135893740022,0.14330064644949528,0.23967113936319087,0.5844633055807676,0.3916724778727208,0.02386421654651151,0.0,0.5558706347465857,0.14863281679321064,21.80427277777778,0.4228353349922842,0.13385511974422984,0.23199159823718432,0.08936504807147216,3.159418059776406,0.15545990698596884,1012.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
413,0.49487569761542366,0.13301655257191514,0.21702410917244055,0.5522940215271702,0.42394662536839056,0.02375935310443918,0.0,0.41852521405659826,0.11962347972341263,22.713890000000003,0.3945813043132454,0.10722262167329472,0.2198571749677535,0.06566871114193133,3.6819258319899935,0.17006633972350738,884.6666666666666,5.333333333333333,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.333333333333333,3
521,0.7027017899358325,0.1347807199241605,0.25113762428146513,0.569523451614813,0.408178975314817,0.022297573070369985,0.0,0.7625146917695108,0.15931806600159104,24.506583888888887,0.45202865401258907,0.1328036023870681,0.2029420348978618,0.08487813335798021,3.429617030640261,0.17035739637784628,921.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
553,0.5708483268418832,0.1401691791691407,0.2129485038162946,0.6124780708048033,0.3656964853955493,0.02182544379964745,0.0,0.663570298123917,0.13600413571475709,19.075421111111112,0.4172104408907697,0.1267195983267205,0.2697849715186271,0.0935897873808964,3.2925381470080413,0.14247442168756627,952.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
572,0.7349299719887955,0.15666193987259927,0.22072596249944385,0.6168507228713301,0.3583465944680593,0.02480268266061056,0.0,0.7343668909706645,0.12090578387435814,16.838776111111112,0.3961450053466961,0.12089530762480054,0.27200753160446095,0.09782905926532566,3.2861571053055343,0.17249404036640695,890.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
639,0.6823967295403414,0.11423452671440389,0.22469722393834882,0.6388771530603604,0.3400224139248544,0.021100433014785213,0.0,0.625939545524517,0.1530725900028014,22.458135555555554,0.43648480171319987,0.13036556629060048,0.1774257274517391,0.07970793792315312,3.348916243601108,0.14088255402587133,955.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
710,0.7044459876878114,0.12512988880207773,0.2077786524313708,0.5456532471683501,0.42632075600393327,0.028025996827716657,0.0,0.8321828899761678,0.1205095644043702,17.067989999999998,0.38147610256281106,0.12002468817242383,0.21665974174426936,0.08978873201376181,3.1788999701707623,0.1746508810252304,878.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
736,0.6321566594426754,0.16051912226559822,0.23942857043526933,0.6120560029897127,0.3657694054240716,0.022174591586215705,0.0,0.6940160696709429,0.14616553970098542,23.384642222222226,0.4213123136233529,0.1358009483867724,0.2659145773931209,0.09546279286233213,3.107991138505032,0.15955331305917533,970.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
788,0.6302989325301699,0.14354144617240402,0.22651137922010856,0.6299529532593868,0.35099704887778865,0.01904999786282446,0.0,0.5307909593586015,0.14598418030144591,22.040725,0.42363232508571064,0.1261484214563219,0.24297309605668374,0.08371231824442388,3.370492612393773,0.14487452804425208,903.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
855,0.5918936091783885,0.1396988886499054,0.2302030635020893,0.5663905618955017,0.4109373883000518,0.022672049804446485,0.0,0.7685510198802731,0.14809760129627003,21.75119166666667,0.42231052579299955,0.1365954304319771,0.23372036893017092,0.09952764666942894,3.091101275685381,0.15209981319463595,1016.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
926,0.6360551013692584,0.1220063230573144,0.24369594207272782,0.5743315616333988,0.4047018916702208,0.020966546696380334,0.0,0.8335291243957564,0.14235979322585,19.94643388888889,0.43963164089132695,0.1445101444152455,0.18134678155865555,0.09692938386282679,3.042170406069308,0.1539460584426646,994.3333333333334,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
928,0.6569444444444444,0.15299925893718413,0.24065547215831906,0.5810643447255462,0.39849683154546794,0.020438823728985898,0.0,0.7115647750655428,0.1508598812312449,21.104567222222226,0.4478907262426377,0.1378569094099294,0.26149486053202137,0.09662294250239795,3.251326623555076,0.14776398500336188,780.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1006,0.5971770892446213,0.12747131823171673,0.21612246761827744,0.5442364903278937,0.4324750444505488,0.02328846522155747,0.0,0.7016898157681992,0.1197993835070396,21.63055277777778,0.42913008578949624,0.11903898138580042,0.2437445425012439,0.08054108211415766,3.60764509275066,0.14963579100147606,938.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1017,0.6877714002630725,0.14507191077306994,0.23021417188664792,0.5953529756681916,0.37988657761222,0.024760446719588384,0.0,0.7874385185214106,0.13775323947985857,19.029578333333333,0.4271302033264657,0.11821407360651626,0.2592254704058879,0.08581948109609334,3.6171348231349314,0.1715161698366703,958.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1113,0.39540305345482957,0.13383433524424593,0.22034964069905674,0.5393814072943744,0.4343832353785457,0.026235357327079937,0.0,0.5329780906116784,0.13175804457198664,21.567820555555556,0.4265470061864805,0.133218327648436,0.23595893213221908,0.09000596527165239,3.2025795161681843,0.12444469665414574,944.6666666666666,5.666666666666667,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.666666666666667,3
1139,0.6024532232265744,0.14026643662735508,0.21785105417117792,0.6150299663285989,0.36757100220903105,0.01739903146237012,0.0,0.6950150941954222,0.13057592838381735,19.029578333333333,0.4058778527401665,0.12305460897399521,0.2544684231973544,0.0901044953386072,3.312759674415128,0.1605460285722404,945.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1191,0.6368757613875089,0.14785249021885302,0.22275788761964485,0.5784415153712359,0.39952089368436905,0.022037590944395048,0.0,0.560219453659774,0.14029380615945533,23.206096666666667,0.4219186772465248,0.11669231649473329,0.27189965893010215,0.07953052540794946,3.6608994852300683,0.15852156391165753,939.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1280,0.696495025442394,0.11218391080094303,0.2292229604134203,0.5632557583584995,0.41126116846545174,0.02548307317604874,0.0,0.8386780566676523,0.14057584590589692,17.965543333333333,0.42279424039071484,0.13340190536057642,0.1672196172209788,0.08882267687621598,3.16991780095985,0.1662420063495885,976.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1297,0.5398498138448918,0.11364216519861221,0.2159254679202278,0.6271719265825461,0.3519087085865635,0.020919364830890495,0.0,0.7411843247624809,0.10119837102129985,17.499877222222224,0.38428971823180486,0.1155182374211029,0.19827345088453108,0.07858338329263184,3.3329527095183225,0.18087202429557425,856.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1438,0.6778096022340768,0.11374003469422277,0.20184908004604518,0.5529169491666331,0.4260858873928674,0.020997163440499397,0.0,0.6389492316045424,0.11188182018686504,18.387779444444444,0.3898659980252437,0.10085030208243558,0.20019337143157476,0.07058916107273489,3.9075645804585437,0.1690003306898248,886.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
1471,0.6618197278911565,0.11429470411286763,0.21700338672245964,0.6021158178810734,0.3770030223481318,0.020881159770794872,0.0,0.6587464111864239,0.12839305428635028,20.144281666666668,0.41147590965636544,0.12592427357112201,0.19036634144366169,0.0785888545096745,3.2755916378265657,0.14449078324485287,915.6666666666666,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3
